Type of Scheduler: Priority High -> Low(Non-Preemptive)
Number of Processes: 4

1,0,7
2,7,9
4,9,13
3,13,18

0,7,-,-,-,P1,0,-,-,-,P1 
1,6,2,-,-,P1,0,0,-,-,P2 
2,5,2,5,-,P1,0,1,0,-,P2 P3 
3,4,2,5,4,P1,0,2,1,0,P2 P3 P4 
4,3,2,5,4,P1,0,3,2,1,P2 P3 P4 
5,2,2,5,4,P1,0,4,3,2,P2 P3 P4 
6,1,2,5,4,P1,0,5,4,3,P2 P3 P4 
7,0,2,5,4,P1,0,6,5,4,P2 P3 P4 
8,0,1,5,4,P2,0,6,6,5,P3 P4 
9,0,0,5,4,P2,0,6,7,6,P3 P4 
10,0,0,5,3,P4,0,6,8,6,P3 
11,0,0,5,2,P4,0,6,9,6,P3 
12,0,0,5,1,P4,0,6,10,6,P3 
13,0,0,5,0,P3,0,6,11,6,P3 
14,0,0,4,0,P3,0,6,11,6,
15,0,0,3,0,P3,0,6,11,6,
16,0,0,2,0,P3,0,6,11,6,
17,0,0,1,0,P3,0,6,11,6,
18,0,0,0,0,P3,0,6,11,6,
